282,375083000,HECTOR,J8B3164,7604697,33,10,2020-02-11 09:57:19.863
283,375725000,DAGOMYS,UBDT5,9814222,23,9,2020-02-11 09:59:02.837
284,375818000,SOCHI,UBET8,9795842,32,12,2020-02-11 09:59:59.760
285,375819000,TUAPSE,UBFT6,9795854,32,12,2020-02-11 09:59:39.617
286,376581000,UTRISH,UBET7,9795684,22,7,2020-02-11 09:50:44.430
287,423039100,GAFUR MAMMADOV      ,4JRN   ,9340855,0,0,2020-02-09 11:57:26.687
288,423041100,MAHMUD REHIMOV,4JBZ,9114816,118,17,2019-11-10 04:59:49.057
289,457700000,LEV SOLDATOV        ,JVXT6  ,8721363,115,13,2020-02-06 20:00:00.833
290,457703000,IRKUTSK,3FKT,7636767,118,13,2020-02-04 09:59:59.867
291,477698300,MT VELA             ,VRNP4  ,9682461,183,32,2019-09-14 04:59:34.007
292,477698900,SPRING COSMOS       ,VRNQ3  ,9666027,200,33,2019-09-20 23:51:07.580
293,518100106,VOLGA-4007          ,E5U3051,8728816,139,16,2020-02-11 09:59:38.987
294,518100189,AMUR 2532,E5U3130,8729975,115,14,2019-12-25 14:59:55.953
295,518100381,BALKAN 1            ,E5U3297,9481908,123,16,2020-02-01 23:59:54.470
296,538005292,MOUNT OLYMPUS       ,V7CN9  ,9260081,182,28,2020-02-11 09:57:31.570
297,538006389,GOLDEN GLINT        ,V7MN8  ,9738911,199,32,2019-09-15 19:46:07.190
298,563088200,INCE EGE            ,9V5908 ,9436733,190,32,2019-09-14 04:56:32.183
299,565929000,THOR ACHIEVER       ,9V8781 ,9424857,190,32,2019-09-27 23:47:06.823
300,566784000,DISCOVERY BAY       ,9V2724 ,9737125,190,33,
301,566844000,GLOVIS MADRID       ,9V9720 ,9610999,190,32,2019-09-29 19:58:52.317
302,577187000,RIVER PRIDE         ,YJTM2  ,8861034,108,14,2020-01-18 09:59:58.463
303,577271000,A PLUS 1            ,YJTW9  ,7811032,129,15,2020-01-31 23:59:54.067
304,577355000,VERA SKY            ,YJWC9  ,9031260,88,13,
305,613003584,PAWELL,TJMC40,8315499,90,11,2020-02-06 23:59:21.413
306,620118000,ALMUNTAZAH,D6A2118,8862521,73,14,2019-11-22 19:49:43.350
307,620148000,VIKTOR TARATIN,D6A2148,8872538,138,17,2019-12-18 19:59:47.897
308,620363000,FK HATICE           ,D6A2363,8520898,107,15,2020-02-11 09:52:58.867
309,620537000,TNG-3               ,UBBT5  ,8861199,51,11,2020-02-11 09:53:02.390
310,636014171,SILIA T             ,A8RW7  ,9229374,273,50,2020-02-11 09:54:28.080
311,636014358,MILOS               ,A8TH8  ,9472098,190,32,2019-09-06 15:19:29.387
312,636014528,KAVKAZ III,A8UO4,9122289,190,32,2020-02-11 09:51:15.373
313,636016272,VIRGO SUN           ,D5FI3  ,9332810,244,42,2019-09-06 15:44:47.687
314,636016381,SANTANA             ,D5FX2  ,9449388,127,18,2020-02-10 19:59:42.993
315,636016829,DORO                ,D5HZ7  ,9492397,190,32,2019-09-19 14:19:14.600
316,636017925,KAVKAZ I            ,9HA2921,9135652,185,30,2019-10-12 05:13:53.570
317,636017926,KAVKAZ II           ,9HA2920,9135664,185,30,2020-02-11 09:41:22.510
318,636019052,EIDER S             ,D5SS5  ,9364784,190,32,
319,636090995,BETEIGEUZE          ,A8IL5  ,9313280,225,32,2019-09-26 20:38:23.880
320,667001357,MG TRADER,9LU2160,8611996,82,11,2020-02-08 09:59:54.190
321,667022000,ANTARES,9LC2001,8943404,108,15,2020-02-02 04:59:42.840
322,667949000,ASTOL               ,9LD2250,8230156,114,13,2020-01-31 23:59:47.260
323,671737000,ARSHAN              ,5VEF4  ,8230429,114,13,2019-12-05 04:58:14.797
